,file_name,category,duration,sample_rate,num_channels
58,/content/lang5000/english/common_voice_en_37290603.mp3,english,6.048,32000,1
59,/content/lang5000/english/common_voice_en_37290999.mp3,english,4.896,32000,1
60,/content/lang5000/english/common_voice_en_37291001.mp3,english,4.428,32000,1
61,/content/lang5000/english/common_voice_en_37291014.mp3,english,8.496,32000,1
62,/content/lang5000/english/common_voice_en_37293866.mp3,english,5.256,32000,1
63,/content/lang5000/english/common_voice_en_37297637.mp3,english,6.408,32000,1
64,/content/lang5000/english/common_voice_en_37297645.mp3,english,3.42,32000,1
65,/content/lang5000/english/common_voice_en_37297677.mp3,english,4.14,32000,1
66,/content/lang5000/english/common_voice_en_37297679.mp3,english,4.608,32000,1
67,/content/lang5000/english/common_voice_en_37297810.mp3,english,3.78,32000,1
68,/content/lang5000/english/common_voice_en_37297933.mp3,english,7.056,32000,1
69,/content/lang5000/english/common_voice_en_37299636.mp3,english,4.968,32000,1
70,/content/lang5000/english/common_voice_en_37300643.mp3,english,5.148,32000,1
71,/content/lang5000/english/common_voice_en_37300648.mp3,english,7.128,32000,1
72,/content/lang5000/english/common_voice_en_37301171.mp3,english,5.292,32000,1
73,/content/lang5000/english/common_voice_en_37301258.mp3,english,4.608,32000,1
74,/content/lang5000/english/common_voice_en_37301275.mp3,english,6.624,32000,1
75,/content/lang5000/english/common_voice_en_37301301.mp3,english,6.084,32000,1
76,/content/lang5000/english/common_voice_en_37301315.mp3,english,7.308,32000,1
77,/content/lang5000/english/common_voice_en_37301318.mp3,english,3.78,32000,1
78,/content/lang5000/english/common_voice_en_37302130.mp3,english,5.472,32000,1
79,/content/lang5000/english/common_voice_en_37302136.mp3,english,3.42,32000,1
80,/content/lang5000/english/common_voice_en_37304585.mp3,english,9.648,32000,1
81,/content/lang5000/english/common_voice_en_37305965.mp3,english,5.076,32000,1
82,/content/lang5000/english/common_voice_en_37305971.mp3,english,8.1,32000,1
83,/content/lang5000/english/common_voice_en_37305985.mp3,english,6.336,32000,1
84,/content/lang5000/english/common_voice_en_37305986.mp3,english,5.796,32000,1
85,/content/lang5000/english/common_voice_en_37306002.mp3,english,3.816,32000,1
86,/content/lang5000/english/common_voice_en_37306009.mp3,english,6.048,32000,1
87,/content/lang5000/english/common_voice_en_37306016.mp3,english,6.516,32000,1
88,/content/lang5000/english/common_voice_en_37306022.mp3,english,7.308,32000,1
89,/content/lang5000/english/common_voice_en_37306024.mp3,english,7.308,32000,1
90,/content/lang5000/english/common_voice_en_37306025.mp3,english,7.92,32000,1
91,/content/lang5000/english/common_voice_en_37306027.mp3,english,5.58,32000,1
92,/content/lang5000/english/common_voice_en_37306028.mp3,english,7.956,32000,1
93,/content/lang5000/english/common_voice_en_37306031.mp3,english,7.92,32000,1
94,/content/lang5000/english/common_voice_en_37306043.mp3,english,6.048,32000,1
95,/content/lang5000/english/common_voice_en_37306119.mp3,english,4.14,32000,1
96,/content/lang5000/english/common_voice_en_37306124.mp3,english,7.74,32000,1
97,/content/lang5000/english/common_voice_en_37306141.mp3,english,5.04,32000,1
98,/content/lang5000/english/common_voice_en_37306168.mp3,english,9.396,32000,1
99,/content/lang5000/english/common_voice_en_37306172.mp3,english,6.84,32000,1
100,/content/lang5000/english/common_voice_en_37306203.mp3,english,9.576,32000,1
101,/content/lang5000/english/common_voice_en_37306205.mp3,english,8.1,32000,1
102,/content/lang5000/english/common_voice_en_37306238.mp3,english,7.02,32000,1
103,/content/lang5000/english/common_voice_en_37306242.mp3,english,7.38,32000,1
104,/content/lang5000/english/common_voice_en_37306249.mp3,english,5.94,32000,1
105,/content/lang5000/english/common_voice_en_37306264.mp3,english,5.976,32000,1
106,/content/lang5000/english/common_voice_en_37306268.mp3,english,7.848,32000,1
107,/content/lang5000/english/common_voice_en_37306281.mp3,english,5.94,32000,1
108,/content/lang5000/english/common_voice_en_37306307.mp3,english,2.196,32000,1
109,/content/lang5000/english/common_voice_en_37306380.mp3,english,6.876,32000,1
110,/content/lang5000/english/common_voice_en_37306381.mp3,english,7.956,32000,1
111,/content/lang5000/english/common_voice_en_37306401.mp3,english,6.876,32000,1
112,/content/lang5000/english/common_voice_en_37306403.mp3,english,5.4,32000,1
113,/content/lang5000/english/common_voice_en_37306414.mp3,english,5.616,32000,1
114,/content/lang5000/english/common_voice_en_37306421.mp3,english,3.456,32000,1
115,/content/lang5000/english/common_voice_en_37306435.mp3,english,5.328,32000,1
116,/content/lang5000/english/common_voice_en_37306477.mp3,english,3.348,32000,1
117,/content/lang5000/english/common_voice_en_37306494.mp3,english,9.828,32000,1
118,/content/lang5000/english/common_voice_en_37306495.mp3,english,9.756,32000,1
119,/content/lang5000/english/common_voice_en_37306512.mp3,english,7.2,32000,1
120,/content/lang5000/english/common_voice_en_37306738.mp3,english,2.016,32000,1
121,/content/lang5000/english/common_voice_en_37306816.mp3,english,6.66,32000,1
122,/content/lang5000/english/common_voice_en_37306819.mp3,english,4.968,32000,1
123,/content/lang5000/english/common_voice_en_37306833.mp3,english,5.076,32000,1
124,/content/lang5000/english/common_voice_en_37306976.mp3,english,4.608,32000,1
125,/content/lang5000/english/common_voice_en_37306986.mp3,english,7.02,32000,1
126,/content/lang5000/english/common_voice_en_37307008.mp3,english,7.2,32000,1
127,/content/lang5000/english/common_voice_en_37307012.mp3,english,4.788,32000,1
128,/content/lang5000/english/common_voice_en_37307014.mp3,english,3.636,32000,1
129,/content/lang5000/english/common_voice_en_37307017.mp3,english,4.5,32000,1
130,/content/lang5000/english/common_voice_en_37307037.mp3,english,4.86,32000,1
131,/content/lang5000/english/common_voice_en_37307056.mp3,english,6.336,32000,1
132,/content/lang5000/english/common_voice_en_37307065.mp3,english,5.616,32000,1
133,/content/lang5000/english/common_voice_en_37307075.mp3,english,3.06,32000,1
134,/content/lang5000/english/common_voice_en_37307096.mp3,english,5.796,32000,1
135,/content/lang5000/english/common_voice_en_37307120.mp3,english,6.876,32000,1
136,/content/lang5000/english/common_voice_en_37307130.mp3,english,4.68,32000,1
137,/content/lang5000/english/common_voice_en_37313926.mp3,english,7.776,32000,1
138,/content/lang5000/english/common_voice_en_37314333.mp3,english,4.176,32000,1
139,/content/lang5000/english/common_voice_en_37314451.mp3,english,2.7,32000,1
140,/content/lang5000/english/common_voice_en_37314489.mp3,english,4.356,32000,1
141,/content/lang5000/english/common_voice_en_37314491.mp3,english,5.76,32000,1
142,/content/lang5000/english/common_voice_en_37318136.mp3,english,4.428,32000,1
143,/content/lang5000/english/common_voice_en_37318919.mp3,english,3.276,32000,1
144,/content/lang5000/english/common_voice_en_37319216.mp3,english,2.016,32000,1
145,/content/lang5000/english/common_voice_en_37323805.mp3,english,7.992,32000,1
146,/content/lang5000/english/common_voice_en_37328805.mp3,english,4.536,32000,1
147,/content/lang5000/english/common_voice_en_37328978.mp3,english,6.48,32000,1
148,/content/lang5000/english/common_voice_en_37328982.mp3,english,5.688,32000,1
149,/content/lang5000/english/common_voice_en_37329033.mp3,english,9.144,32000,1
150,/content/lang5000/english/common_voice_en_37329044.mp3,english,5.58,32000,1
151,/content/lang5000/english/common_voice_en_37329363.mp3,english,8.496,32000,1
152,/content/lang5000/english/common_voice_en_37329374.mp3,english,4.716,32000,1
153,/content/lang5000/english/common_voice_en_37329539.mp3,english,3.42,32000,1
154,/content/lang5000/english/common_voice_en_37331681.mp3,english,5.328,32000,1
155,/content/lang5000/english/common_voice_en_37332427.mp3,english,3.42,32000,1
156,/content/lang5000/english/common_voice_en_37335685.mp3,english,6.48,32000,1
157,/content/lang5000/english/common_voice_en_37335687.mp3,english,6.912,32000,1
158,/content/lang5000/english/common_voice_en_37335702.mp3,english,5.544,32000,1
159,/content/lang5000/english/common_voice_en_37335781.mp3,english,8.1,32000,1
160,/content/lang5000/english/common_voice_en_37336141.mp3,english,4.212,32000,1
161,/content/lang5000/english/common_voice_en_37336618.mp3,english,6.66,32000,1
162,/content/lang5000/english/common_voice_en_37338158.mp3,english,4.356,32000,1
163,/content/lang5000/english/common_voice_en_37338921.mp3,english,6.336,32000,1
164,/content/lang5000/english/common_voice_en_37338939.mp3,english,6.3,32000,1
165,/content/lang5000/english/common_voice_en_37338940.mp3,english,3.528,32000,1
166,/content/lang5000/english/common_voice_en_37342348.mp3,english,6.12,32000,1
167,/content/lang5000/english/common_voice_en_37343386.mp3,english,7.2,32000,1
168,/content/lang5000/english/common_voice_en_37343416.mp3,english,5.4,32000,1
169,/content/lang5000/english/common_voice_en_37343479.mp3,english,3.276,32000,1
170,/content/lang5000/english/common_voice_en_37343522.mp3,english,3.6,32000,1
171,/content/lang5000/english/common_voice_en_37343577.mp3,english,7.128,32000,1
172,/content/lang5000/english/common_voice_en_37343579.mp3,english,6.84,32000,1
173,/content/lang5000/english/common_voice_en_37343588.mp3,english,3.528,32000,1
174,/content/lang5000/english/common_voice_en_37344445.mp3,english,5.256,32000,1
175,/content/lang5000/english/common_voice_en_37344446.mp3,english,4.14,32000,1
176,/content/lang5000/english/common_voice_en_37344478.mp3,english,3.456,32000,1
177,/content/lang5000/english/common_voice_en_37344499.mp3,english,5.58,32000,1
178,/content/lang5000/english/common_voice_en_37345847.mp3,english,5.508,32000,1
179,/content/lang5000/english/common_voice_en_37345858.mp3,english,6.156,32000,1
180,/content/lang5000/english/common_voice_en_37345867.mp3,english,6.48,32000,1
181,/content/lang5000/english/common_voice_en_37346447.mp3,english,7.92,32000,1
182,/content/lang5000/english/common_voice_en_37346455.mp3,english,10.008,32000,1
183,/content/lang5000/english/common_voice_en_37346754.mp3,english,6.3,32000,1
184,/content/lang5000/english/common_voice_en_37346763.mp3,english,5.22,32000,1
185,/content/lang5000/english/common_voice_en_37349397.mp3,english,1.476,32000,1
186,/content/lang5000/english/common_voice_en_37349588.mp3,english,5.58,32000,1
187,/content/lang5000/english/common_voice_en_37349592.mp3,english,5.796,32000,1
188,/content/lang5000/english/common_voice_en_37355313.mp3,english,5.148,32000,1
189,/content/lang5000/english/common_voice_en_37355339.mp3,english,2.88,32000,1
190,/content/lang5000/english/common_voice_en_37356975.mp3,english,8.46,32000,1
191,/content/lang5000/english/common_voice_en_37357304.mp3,english,7.056,32000,1
192,/content/lang5000/english/common_voice_en_37357322.mp3,english,6.336,32000,1
193,/content/lang5000/english/common_voice_en_37357350.mp3,english,5.508,32000,1
194,/content/lang5000/english/common_voice_en_37357373.mp3,english,4.968,32000,1
195,/content/lang5000/english/common_voice_en_37357492.mp3,english,7.56,32000,1
196,/content/lang5000/english/common_voice_en_37357518.mp3,english,5.94,32000,1
197,/content/lang5000/english/common_voice_en_37357546.mp3,english,6.84,32000,1
198,/content/lang5000/english/common_voice_en_37357563.mp3,english,5.76,32000,1
199,/content/lang5000/english/common_voice_en_37357571.mp3,english,8.46,32000,1
200,/content/lang5000/english/common_voice_en_37357579.mp3,english,4.14,32000,1
201,/content/lang5000/english/common_voice_en_37357884.mp3,english,7.488,32000,1
202,/content/lang5000/english/common_voice_en_37357953.mp3,english,6.12,32000,1
203,/content/lang5000/english/common_voice_en_37358460.mp3,english,8.46,32000,1
204,/content/lang5000/english/common_voice_en_37358462.mp3,english,5.616,32000,1
205,/content/lang5000/english/common_voice_en_37359166.mp3,english,3.96,32000,1
206,/content/lang5000/english/common_voice_en_37359185.mp3,english,4.608,32000,1
207,/content/lang5000/english/common_voice_en_37359186.mp3,english,7.02,32000,1
208,/content/lang5000/english/common_voice_en_37360572.mp3,english,6.84,32000,1
209,/content/lang5000/english/common_voice_en_37360829.mp3,english,7.38,32000,1
210,/content/lang5000/english/common_voice_en_37361851.mp3,english,8.028,32000,1
211,/content/lang5000/english/common_voice_en_37362739.mp3,english,4.572,32000,1
212,/content/lang5000/english/common_voice_en_37363600.mp3,english,7.488,32000,1
213,/content/lang5000/english/common_voice_en_37363608.mp3,english,5.4,32000,1
214,/content/lang5000/english/common_voice_en_37363976.mp3,english,8.46,32000,1
215,/content/lang5000/english/common_voice_en_37364204.mp3,english,5.58,32000,1
216,/content/lang5000/english/common_voice_en_37365995.mp3,english,5.58,32000,1
217,/content/lang5000/english/common_voice_en_37367075.mp3,english,6.3,32000,1
218,/content/lang5000/english/common_voice_en_37367090.mp3,english,4.896,32000,1
219,/content/lang5000/english/common_voice_en_37367096.mp3,english,4.32,32000,1
220,/content/lang5000/english/common_voice_en_37367097.mp3,english,5.76,32000,1
221,/content/lang5000/english/common_voice_en_37367104.mp3,english,5.328,32000,1
222,/content/lang5000/english/common_voice_en_37367108.mp3,english,7.236,32000,1
223,/content/lang5000/english/common_voice_en_37367110.mp3,english,3.6,32000,1
224,/content/lang5000/english/common_voice_en_37367126.mp3,english,5.4,32000,1
225,/content/lang5000/english/common_voice_en_37367156.mp3,english,5.04,32000,1
226,/content/lang5000/english/common_voice_en_37367172.mp3,english,7.596,32000,1
227,/content/lang5000/english/common_voice_en_37367226.mp3,english,4.248,32000,1
228,/content/lang5000/english/common_voice_en_37370886.mp3,english,9.036,32000,1
229,/content/lang5000/english/common_voice_en_37370887.mp3,english,9.252,32000,1
230,/content/lang5000/english/common_voice_en_37371078.mp3,english,2.916,32000,1
231,/content/lang5000/english/common_voice_en_37372919.mp3,english,5.76,32000,1
232,/content/lang5000/english/common_voice_en_37375507.mp3,english,6.804,32000,1
233,/content/lang5000/english/common_voice_en_37375508.mp3,english,5.436,32000,1
234,/content/lang5000/english/common_voice_en_37376342.mp3,english,7.092,32000,1
235,/content/lang5000/english/common_voice_en_37376369.mp3,english,4.896,32000,1
236,/content/lang5000/english/common_voice_en_37376382.mp3,english,4.572,32000,1
237,/content/lang5000/english/common_voice_en_37376540.mp3,english,4.356,32000,1
238,/content/lang5000/english/common_voice_en_37378110.mp3,english,4.644,32000,1
239,/content/lang5000/english/common_voice_en_37378118.mp3,english,4.68,32000,1
240,/content/lang5000/english/common_voice_en_37378173.mp3,english,10.008,32000,1
241,/content/lang5000/english/common_voice_en_37378948.mp3,english,5.256,32000,1
242,/content/lang5000/english/common_voice_en_37378950.mp3,english,10.26,32000,1
243,/content/lang5000/english/common_voice_en_37382126.mp3,english,5.724,32000,1
244,/content/lang5000/english/common_voice_en_37382728.mp3,english,7.452,32000,1
245,/content/lang5000/english/common_voice_en_37383666.mp3,english,8.64,32000,1
246,/content/lang5000/english/common_voice_en_37385520.mp3,english,8.856,32000,1
247,/content/lang5000/english/common_voice_en_37386459.mp3,english,5.04,32000,1
248,/content/lang5000/english/common_voice_en_37386468.mp3,english,5.076,32000,1
249,/content/lang5000/english/common_voice_en_37387193.mp3,english,8.1,32000,1
250,/content/lang5000/english/common_voice_en_37387413.mp3,english,7.236,32000,1
251,/content/lang5000/english/common_voice_en_37387443.mp3,english,7.416,32000,1
252,/content/lang5000/english/common_voice_en_37387456.mp3,english,4.428,32000,1
253,/content/lang5000/english/common_voice_en_37387458.mp3,english,4.896,32000,1
254,/content/lang5000/english/common_voice_en_37387478.mp3,english,6.48,32000,1
255,/content/lang5000/english/common_voice_en_37387488.mp3,english,3.888,32000,1
256,/content/lang5000/english/common_voice_en_37388579.mp3,english,4.428,32000,1
257,/content/lang5000/english/common_voice_en_37388581.mp3,english,5.436,32000,1
258,/content/lang5000/english/common_voice_en_37388607.mp3,english,5.94,32000,1
259,/content/lang5000/english/common_voice_en_37388643.mp3,english,3.96,32000,1
260,/content/lang5000/english/common_voice_en_37388857.mp3,english,9.756,32000,1
261,/content/lang5000/english/common_voice_en_37388937.mp3,english,5.508,32000,1
262,/content/lang5000/english/common_voice_en_37389726.mp3,english,6.948,32000,1
263,/content/lang5000/english/common_voice_en_37389732.mp3,english,5.148,32000,1
264,/content/lang5000/english/common_voice_en_37389733.mp3,english,4.824,32000,1
265,/content/lang5000/english/common_voice_en_37389736.mp3,english,3.204,32000,1
266,/content/lang5000/english/common_voice_en_37389746.mp3,english,4.32,32000,1
267,/content/lang5000/english/common_voice_en_37389747.mp3,english,4.32,32000,1
268,/content/lang5000/english/common_voice_en_37389754.mp3,english,6.228,32000,1
269,/content/lang5000/english/common_voice_en_37389758.mp3,english,3.42,32000,1
270,/content/lang5000/english/common_voice_en_37389772.mp3,english,5.688,32000,1
271,/content/lang5000/english/common_voice_en_37389773.mp3,english,3.96,32000,1
272,/content/lang5000/english/common_voice_en_37389786.mp3,english,5.22,32000,1
273,/content/lang5000/english/common_voice_en_37389798.mp3,english,5.256,32000,1
274,/content/lang5000/english/common_voice_en_37394378.mp3,english,8.424,32000,1
275,/content/lang5000/english/common_voice_en_37395373.mp3,english,4.428,32000,1
276,/content/lang5000/english/common_voice_en_37395376.mp3,english,6.156,32000,1
277,/content/lang5000/english/common_voice_en_37396012.mp3,english,4.716,32000,1
278,/content/lang5000/english/common_voice_en_37396036.mp3,english,5.328,32000,1
279,/content/lang5000/english/common_voice_en_37396083.mp3,english,4.608,32000,1
280,/content/lang5000/english/common_voice_en_37396121.mp3,english,3.888,32000,1
281,/content/lang5000/english/common_voice_en_37396529.mp3,english,6.12,32000,1
282,/content/lang5000/english/common_voice_en_37396827.mp3,english,5.04,32000,1
283,/content/lang5000/english/common_voice_en_37398023.mp3,english,3.96,32000,1
284,/content/lang5000/english/common_voice_en_37398081.mp3,english,6.516,32000,1
285,/content/lang5000/english/common_voice_en_37398270.mp3,english,7.164,32000,1
286,/content/lang5000/english/common_voice_en_37398528.mp3,english,5.076,32000,1
287,/content/lang5000/english/common_voice_en_37398537.mp3,english,4.356,32000,1
288,/content/lang5000/english/common_voice_en_37398549.mp3,english,3.168,32000,1
289,/content/lang5000/english/common_voice_en_37398554.mp3,english,4.068,32000,1
290,/content/lang5000/english/common_voice_en_37401405.mp3,english,7.128,32000,1
291,/content/lang5000/english/common_voice_en_37401635.mp3,english,7.956,32000,1
292,/content/lang5000/english/common_voice_en_37401661.mp3,english,5.148,32000,1
293,/content/lang5000/english/common_voice_en_37402791.mp3,english,4.968,32000,1
294,/content/lang5000/english/common_voice_en_37402797.mp3,english,5.076,32000,1
295,/content/lang5000/english/common_voice_en_37402823.mp3,english,5.58,32000,1
296,/content/lang5000/english/common_voice_en_37405574.mp3,english,7.704,32000,1
297,/content/lang5000/english/common_voice_en_37405580.mp3,english,4.752,32000,1
298,/content/lang5000/english/common_voice_en_37405617.mp3,english,4.464,32000,1
299,/content/lang5000/english/common_voice_en_37405742.mp3,english,6.948,32000,1
300,/content/lang5000/english/common_voice_en_37405958.mp3,english,7.74,32000,1
301,/content/lang5000/english/common_voice_en_37406796.mp3,english,3.6,32000,1
302,/content/lang5000/english/common_voice_en_37408670.mp3,english,7.308,32000,1
303,/content/lang5000/english/common_voice_en_37410842.mp3,english,6.552,32000,1
304,/content/lang5000/english/common_voice_en_37410895.mp3,english,4.248,32000,1
305,/content/lang5000/english/common_voice_en_37410947.mp3,english,5.292,32000,1
306,/content/lang5000/english/common_voice_en_37417591.mp3,english,6.768,32000,1
307,/content/lang5000/english/common_voice_en_37418923.mp3,english,5.544,32000,1
308,/content/lang5000/english/common_voice_en_37419091.mp3,english,7.236,32000,1
309,/content/lang5000/english/common_voice_en_37419655.mp3,english,6.588,32000,1
310,/content/lang5000/english/common_voice_en_37420071.mp3,english,9.396,32000,1
311,/content/lang5000/english/common_voice_en_37420074.mp3,english,5.796,32000,1
312,/content/lang5000/english/common_voice_en_37420129.mp3,english,4.896,32000,1
313,/content/lang5000/english/common_voice_en_37420343.mp3,english,6.3,32000,1
314,/content/lang5000/english/common_voice_en_37420346.mp3,english,7.308,32000,1
315,/content/lang5000/english/common_voice_en_37420359.mp3,english,2.808,32000,1
316,/content/lang5000/english/common_voice_en_37420426.mp3,english,8.388,32000,1
317,/content/lang5000/english/common_voice_en_37422054.mp3,english,8.028,32000,1
318,/content/lang5000/english/common_voice_en_37422157.mp3,english,5.436,32000,1
319,/content/lang5000/english/common_voice_en_37424242.mp3,english,3.78,32000,1
320,/content/lang5000/english/common_voice_en_37424244.mp3,english,3.096,32000,1
321,/content/lang5000/english/common_voice_en_37425239.mp3,english,3.708,32000,1
322,/content/lang5000/english/common_voice_en_37425241.mp3,english,4.5,32000,1
323,/content/lang5000/english/common_voice_en_37425271.mp3,english,8.64,32000,1
324,/content/lang5000/english/common_voice_en_37425298.mp3,english,5.508,32000,1
325,/content/lang5000/english/common_voice_en_37425373.mp3,english,6.228,32000,1
326,/content/lang5000/english/common_voice_en_37425400.mp3,english,5.796,32000,1
327,/content/lang5000/english/common_voice_en_37425457.mp3,english,5.436,32000,1
328,/content/lang5000/english/common_voice_en_37425475.mp3,english,7.596,32000,1
329,/content/lang5000/english/common_voice_en_37427171.mp3,english,5.688,32000,1
330,/content/lang5000/english/common_voice_en_37427209.mp3,english,4.968,32000,1
331,/content/lang5000/english/common_voice_en_37428195.mp3,english,5.58,32000,1
332,/content/lang5000/english/common_voice_en_37428236.mp3,english,5.436,32000,1
333,/content/lang5000/english/common_voice_en_37428237.mp3,english,4.428,32000,1
334,/content/lang5000/english/common_voice_en_37428277.mp3,english,8.46,32000,1
335,/content/lang5000/english/common_voice_en_37428288.mp3,english,4.68,32000,1
336,/content/lang5000/english/common_voice_en_37428359.mp3,english,7.02,32000,1
337,/content/lang5000/english/common_voice_en_37428373.mp3,english,7.2,32000,1
338,/content/lang5000/english/common_voice_en_37428382.mp3,english,4.32,32000,1
339,/content/lang5000/english/common_voice_en_37428425.mp3,english,8.496,32000,1
340,/content/lang5000/english/common_voice_en_37428426.mp3,english,5.508,32000,1
341,/content/lang5000/english/common_voice_en_37428549.mp3,english,8.208,32000,1
342,/content/lang5000/english/common_voice_en_37430685.mp3,english,7.344,32000,1
343,/content/lang5000/english/common_voice_en_37430997.mp3,english,6.336,32000,1
344,/content/lang5000/english/common_voice_en_37431042.mp3,english,5.04,32000,1
345,/content/lang5000/english/common_voice_en_37431061.mp3,english,5.616,32000,1
346,/content/lang5000/english/common_voice_en_37431315.mp3,english,7.2,32000,1
347,/content/lang5000/english/common_voice_en_37431807.mp3,english,8.208,32000,1
348,/content/lang5000/english/common_voice_en_37431886.mp3,english,6.12,32000,1
349,/content/lang5000/english/common_voice_en_37432699.mp3,english,7.38,32000,1
350,/content/lang5000/english/common_voice_en_37433493.mp3,english,4.212,32000,1
351,/content/lang5000/english/common_voice_en_37434813.mp3,english,9.288,32000,1
352,/content/lang5000/english/common_voice_en_37434826.mp3,english,9.144,32000,1
353,/content/lang5000/english/common_voice_en_37434846.mp3,english,7.452,32000,1
354,/content/lang5000/english/common_voice_en_37434855.mp3,english,5.508,32000,1
355,/content/lang5000/english/common_voice_en_37436424.mp3,english,4.788,32000,1
356,/content/lang5000/english/common_voice_en_37437569.mp3,english,5.796,32000,1
357,/content/lang5000/english/common_voice_en_37438271.mp3,english,8.028,32000,1
358,/content/lang5000/english/common_voice_en_37438850.mp3,english,5.688,32000,1
359,/content/lang5000/english/common_voice_en_37438877.mp3,english,5.796,32000,1
360,/content/lang5000/english/common_voice_en_37438880.mp3,english,4.536,32000,1
361,/content/lang5000/english/common_voice_en_37439640.mp3,english,5.688,32000,1
362,/content/lang5000/english/common_voice_en_37439935.mp3,english,5.976,32000,1
363,/content/lang5000/english/common_voice_en_37443873.mp3,english,9.0,32000,1
364,/content/lang5000/english/common_voice_en_37444186.mp3,english,6.948,32000,1
365,/content/lang5000/english/common_voice_en_37444190.mp3,english,8.388,32000,1
366,/content/lang5000/english/common_voice_en_37444192.mp3,english,7.74,32000,1
